id,name,model_name,category,difficulty,original_complexity,target_complexity,original_code,generated_code,latency_ms,prompt_tokens,reasoning_tokens,completion_tokens,total_tokens,api_status,error_detail
TYR-037,max_product_pair,Codestral-2501,subarray,easy,O(N^2),O(N),"def max_product_pair(nums):
    if len(nums) < 2:
        return 0
    best = nums[0] * nums[1]
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            p = nums[i] * nums[j]
            if p > best:
                best = p
    return best
","def max_product_pair(nums):
    if len(nums) < 2:
        return 0
    max1 = max(nums[0], nums[1])
    max2 = min(nums[0], nums[1])
    for i in range(2, len(nums)):
        if nums[i] > max1:
            max2 = max1
            max1 = nums[i]
        elif nums[i] > max2:
            max2 = nums[i]
    return max1 * max2",9882.74,124,0,109,233,OK,
TYR-038,longest_increasing_run,Codestral-2501,subarray,easy,O(N^2),O(N),"def longest_increasing_run(nums):
    if len(nums) == 0:
        return 0
    best = 1
    n = len(nums)
    for i in range(n):
        length = 1
        for j in range(i + 1, n):
            if nums[j] > nums[j - 1]:
                length += 1
            else:
                break
        if length > best:
            best = length
    return best
","def longest_increasing_run(nums):
    if len(nums) == 0:
        return 0
    best = 1
    length = 1
    for i in range(1, len(nums)):
        if nums[i] > nums[i - 1]:
            length += 1
        else:
            best = max(best, length)
            length = 1
    return max(best, length)",5835.06,143,0,93,236,OK,
TYR-039,max_diff_ordered,Codestral-2501,subarray,easy,O(N^2),O(N),"def max_diff_ordered(nums):
    if len(nums) < 2:
        return 0
    best = nums[1] - nums[0]
    n = len(nums)
    for i in range(n):
        for j in range(i + 1, n):
            d = nums[j] - nums[i]
            if d > best:
                best = d
    return best
","def max_diff_ordered(nums):
    if len(nums) < 2:
        return 0
    min_val = nums[0]
    max_diff = 0
    for num in nums[1:]:
        max_diff = max(max_diff, num - min_val)
        min_val = min(min_val, num)
    return max_diff",1208.20,129,0,78,207,OK,
TYR-040,equilibrium_index,Codestral-2501,subarray,easy,O(N^2),O(N),"def equilibrium_index(nums):
    n = len(nums)
    for i in range(n):
        left_sum = 0
        for j in range(i):
            left_sum += nums[j]
        right_sum = 0
        for j in range(i + 1, n):
            right_sum += nums[j]
        if left_sum == right_sum:
            return i
    return -1
","def equilibrium_index(nums):
    n = len(nums)
    total_sum = sum(nums)
    left_sum = 0
    for i in range(n):
        total_sum -= nums[i]
        if left_sum == total_sum:
            return i
        left_sum += nums[i]
    return -1",1589.14,128,0,68,196,OK,
TYR-041,product_except_self,Codestral-2501,subarray,medium,O(N^2),O(N),"def product_except_self(nums):
    n = len(nums)
    result = []
    for i in range(n):
        prod = 1
        for j in range(n):
            if j != i:
                prod = prod * nums[j]
        result.append(prod)
    return result
","def product_except_self(nums):
    n = len(nums)
    left_products = [1] * n
    right_products = [1] * n
    result = [1] * n

    for i in range(1, n):
        left_products[i] = left_products[i - 1] * nums[i - 1]

    for i in range(n - 2, -1, -1):
        right_products[i] = right_products[i + 1] * nums[i + 1]

    for i in range(n):
        result[i] = left_products[i] * right_products[i]

    return result",1821.91,107,0,138,245,OK,
TYR-042,count_positive_subarrays,Codestral-2501,subarray,medium,O(N^2),O(N),"def count_positive_subarrays(nums):
    count = 0
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            if cur > 0:
                count += 1
    return count
","def count_positive_subarrays(nums):
    count = 0
    n = len(nums)
    prefix_sum = 0
    prefix_sums = {0: 1}

    for num in nums:
        prefix_sum += num
        if prefix_sum in prefix_sums:
            count += prefix_sums[prefix_sum]
            prefix_sums[prefix_sum] += 1
        else:
            prefix_sums[prefix_sum] = 1

    return count",1547.61,111,0,105,216,OK,
TYR-043,min_subarray_sum,Codestral-2501,subarray,medium,O(N^2),O(N),"def min_subarray_sum(nums):
    if len(nums) == 0:
        return 0
    best = nums[0]
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            if cur < best:
                best = cur
    return best
","def min_subarray_sum(nums):
    if len(nums) == 0:
        return 0
    best = nums[0]
    cur = 0
    for num in nums:
        cur += num
        if cur < best:
            best = cur
        if cur > 0:
            cur = 0
    return best",1478.25,123,0,78,201,OK,
TYR-044,count_subarrays_max_le_k,Codestral-2501,subarray,medium,O(N^2),O(N),"def count_subarrays_max_le_k(nums, k):
    count = 0
    n = len(nums)
    for i in range(n):
        ok = 1
        for j in range(i, n):
            if nums[j] > k:
                ok = 0
            if ok == 1:
                count += 1
            else:
                break
    return count
","def count_subarrays_max_le_k(nums, k):
    count = 0
    n = len(nums)
    j = 0
    for i in range(n):
        while j < n and nums[j] <= k:
            j += 1
        count += j - i
        if j <= i:
            j = i + 1
    return count",1258.44,128,0,84,212,OK,
TYR-045,sum_of_all_subarray_sums,Codestral-2501,subarray,medium,O(N^2),O(N),"def sum_of_all_subarray_sums(nums):
    total = 0
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            total += cur
    return total
","def sum_of_all_subarray_sums(nums):
    total = 0
    n = len(nums)
    for i in range(n):
        total += nums[i] * (i + 1) * (n - i)
    return total",1670.41,105,0,57,162,OK,
TYR-046,remove_duplicates_preserve_order,Codestral-2501,set-operations,easy,O(N^2),O(N),"def remove_duplicates_preserve_order(nums):
    result = []
    for i in range(len(nums)):
        found = 0
        for j in range(i):
            if nums[j] == nums[i]:
                found = 1
        if found == 0:
            result.append(nums[i])
    return result
","def remove_duplicates_preserve_order(nums):
    seen = set()
    result = []
    for num in nums:
        if num not in seen:
            seen.add(num)
            result.append(num)
    return result",8943.25,114,0,52,166,OK,
TYR-047,symmetric_difference_count,Codestral-2501,set-operations,medium,O(N^2),O(N),"def symmetric_difference_count(nums):
    mid = len(nums) // 2
    count = 0
    for i in range(mid):
        found = 0
        for j in range(mid, len(nums)):
            if nums[i] == nums[j]:
                found = 1
        if found == 0:
            count += 1
    for i in range(mid, len(nums)):
        found = 0
        for j in range(mid):
            if nums[i] == nums[j]:
                found = 1
        if found == 0:
            count += 1
    return count
","def symmetric_difference_count(nums):
    mid = len(nums) // 2
    set1 = set(nums[:mid])
    set2 = set(nums[mid:])
    return len(set1.symmetric_difference(set2))",1330.37,179,0,51,230,OK,
TYR-048,count_common_elements,Codestral-2501,set-operations,easy,O(N^2),O(N),"def count_common_elements(nums):
    mid = len(nums) // 2
    count = 0
    for i in range(mid):
        for j in range(mid, len(nums)):
            if nums[i] == nums[j]:
                count += 1
                break
    return count
","def count_common_elements(nums):
    mid = len(nums) // 2
    count = 0
    seen = set(nums[:mid])
    for num in nums[mid:]:
        if num in seen:
            count += 1
            seen.remove(num)
    return count",1348.29,109,0,64,173,OK,
TYR-049,is_subset_first_half,Codestral-2501,set-operations,easy,O(N^2),O(N),"def is_subset_first_half(nums):
    mid = len(nums) // 2
    for i in range(mid):
        found = 0
        for j in range(mid, len(nums)):
            if nums[i] == nums[j]:
                found = 1
        if found == 0:
            return 0
    return 1
","def is_subset_first_half(nums):
    mid = len(nums) // 2
    first_half_set = set(nums[:mid])
    for i in range(mid, len(nums)):
        if nums[i] in first_half_set:
            first_half_set.remove(nums[i])
    return len(first_half_set) == 0",12722.35,121,0,77,198,OK,
TYR-050,remove_if_more_than_two,Codestral-2501,set-operations,medium,O(N^2),O(N),"def remove_if_more_than_two(nums):
    result = []
    for i in range(len(nums)):
        count = 0
        for j in range(len(result)):
            if result[j] == nums[i]:
                count += 1
        if count < 2:
            result.append(nums[i])
    return result
","def remove_if_more_than_two(nums):
    count_dict = {}
    result = []
    for num in nums:
        if num in count_dict:
            if count_dict[num] < 2:
                result.append(num)
            count_dict[num] += 1
        else:
            result.append(num)
            count_dict[num] = 1
    return result",1673.75,114,0,82,196,OK,
TYR-051,first_missing_positive,Codestral-2501,set-operations,medium,O(N^2),O(N),"def first_missing_positive(nums):
    candidate = 1
    while candidate < len(nums) + 2:
        found = 0
        for i in range(len(nums)):
            if nums[i] == candidate:
                found = 1
        if found == 0:
            return candidate
        candidate += 1
    return candidate
","def first_missing_positive(nums):
    n = len(nums)
    for i in range(n):
        while 1 <= nums[i] <= n and nums[nums[i] - 1] != nums[i]:
            nums[nums[i] - 1], nums[i] = nums[i], nums[nums[i] - 1]
    for i in range(n):
        if nums[i] != i + 1:
            return i + 1
    return n + 1",1851.01,120,0,108,228,OK,
