id,name,model_name,category,difficulty,original_complexity,target_complexity,original_code,generated_code,latency_ms,prompt_tokens,reasoning_tokens,completion_tokens,total_tokens,api_status,error_detail
TYR-012,count_reverse_pairs,DeepSeek-R1-0528,pair-finding,medium,O(N^2),O(N log N),"def count_reverse_pairs(nums):
    count = 0
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            if nums[i] > 2 * nums[j]:
                count += 1
    return count
","def count_reverse_pairs(nums):
    def merge_sort_count(arr):
        if len(arr) <= 1:
            return 0, arr
        mid = len(arr) // 2
        left_arr = arr[:mid]
        right_arr = arr[mid:]
        left_count, left_sorted = merge_sort_count(left_arr)
        right_count, right_sorted = merge_sort_count(right_arr)
        cross_count = 0
        j = 0
        for i in range(len(left_sorted)):
            while j < len(right_sorted) and left_sorted[i] > 2 * right_sorted[j]:
                j += 1
            cross_count += j
        merged = []
        i_ptr = 0
        j_ptr = 0
        while i_ptr < len(left_sorted) and j_ptr < len(right_sorted):
            if left_sorted[i_ptr] <= right_sorted[j_ptr]:
                merged.append(left_sorted[i_ptr])
                i_ptr += 1
            else:
                merged.append(right_sorted[j_ptr])
                j_ptr += 1
        if i_ptr < len(left_sorted):
            merged.extend(left_sorted[i_ptr:])
        if j_ptr < len(right_sorted):
            merged.extend(right_sorted[j_ptr:])
        total_count = left_count + right_count + cross_count
        return total_count, merged
    
    count, _ = merge_sort_count(nums)
    return count",182797.49,108,7096,13483,13591,OK,
TYR-013,count_pairs_abs_diff_k,DeepSeek-R1-0528,pair-finding,easy,O(N^2),O(N),"def count_pairs_abs_diff_k(nums, k):
    count = 0
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            if abs(nums[i] - nums[j]) == k:
                count += 1
    return count
","def count_pairs_abs_diff_k(nums, k):
    if k < 0:
        return 0
    freq = {}
    for num in nums:
        freq[num] = freq.get(num, 0) + 1
    if k == 0:
        total = 0
        for count in freq.values():
            total += count * (count - 1) // 2
        return total
    total = 0
    for num in freq:
        if num + k in freq:
            total += freq[num] * freq[num + k]
    return total",118735.55,111,3217,6055,6166,OK,
TYR-014,count_distinct_pair_sums,DeepSeek-R1-0528,pair-finding,medium,O(N^2),O(N),"def count_distinct_pair_sums(nums):
    seen = {}
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            s = nums[i] + nums[j]
            seen[s] = 1
    total = 0
    for k in seen:
        total += 1
    return total
","from collections import defaultdict

def count_distinct_pair_sums(nums):
    if len(nums) < 2:
        return 0
        
    min_val = min(nums)
    max_val = max(nums)
    range_sum_low = 2 * min_val
    range_sum_high = 2 * max_val
    range_sum_size = range_sum_high - range_sum_low + 1
    can = [False] * range_sum_size

    freq = defaultdict(int)
    for num in nums:
        freq[num] += 1

    distinct_nums = list(freq.keys())
    n_distinct = len(distinct_nums)
    
    for i in range(n_distinct):
        a = distinct_nums[i]
        for j in range(i, n_distinct):
            b = distinct_nums[j]
            if a == b:
                if freq[a] >= 2:
                    s = a + b
                    can[s - range_sum_low] = True
            else:
                s = a + b
                can[s - range_sum_low] = True
                
    return sum(can)",167028.32,123,7981,15774,15897,OK,
TYR-015,two_sum_less_than_k,DeepSeek-R1-0528,pair-finding,medium,O(N^2),O(N log N),"def two_sum_less_than_k(nums, k):
    best = -1
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            s = nums[i] + nums[j]
            if s < k and s > best:
                best = s
    return best
","def two_sum_less_than_k(nums, k):
    nums.sort()
    left, right = 0, len(nums) - 1
    best = -1
    while left < right:
        s = nums[left] + nums[right]
        if s < k:
            if s > best:
                best = s
            left += 1
        else:
            right -= 1
    return best",70297.35,119,191,782,901,OK,
TYR-016,most_frequent_element,DeepSeek-R1-0528,frequency,easy,O(N^2),O(N),"def most_frequent_element(nums):
    if len(nums) == 0:
        return -1
    best = nums[0]
    best_count = 0
    for i in range(len(nums)):
        count = 0
        for j in range(len(nums)):
            if nums[j] == nums[i]:
                count += 1
        if count > best_count:
            best_count = count
            best = nums[i]
    return best
","def most_frequent_element(nums):
    if not nums:
        return -1
    freq = {}
    for num in nums:
        freq[num] = freq.get(num, 0) + 1
    max_freq = max(freq.values())
    for num in nums:
        if freq[num] == max_freq:
            return num",120893.87,144,3801,6950,7094,OK,
TYR-017,has_duplicate,DeepSeek-R1-0528,frequency,easy,O(N^2),O(N),"def has_duplicate(nums):
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            if nums[i] == nums[j]:
                return 1
    return 0
","def has_duplicate(nums):
    seen = set()
    for num in nums:
        if num in seen:
            return 1
        seen.add(num)
    return 0",67651.89,96,72,573,669,OK,
TYR-018,first_non_repeating,DeepSeek-R1-0528,frequency,easy,O(N^2),O(N),"def first_non_repeating(nums):
    for i in range(len(nums)):
        found_dup = 0
        for j in range(len(nums)):
            if i != j and nums[i] == nums[j]:
                found_dup = 1
        if found_dup == 0:
            return nums[i]
    return -1
","from collections import defaultdict

def first_non_repeating(nums):
    freq = defaultdict(int)
    for num in nums:
        freq[num] += 1
    for num in nums:
        if freq[num] == 1:
            return num
    return -1",54475.70,120,47,466,586,OK,
TYR-019,count_distinct,DeepSeek-R1-0528,frequency,easy,O(N^2),O(N),"def count_distinct(nums):
    count = 0
    for i in range(len(nums)):
        is_first = 1
        for j in range(i):
            if nums[j] == nums[i]:
                is_first = 0
        count += is_first
    return count
","def count_distinct(nums):
    return len(set(nums))",28708.84,109,1665,2785,2894,OK,
TYR-020,majority_element,DeepSeek-R1-0528,frequency,easy,O(N^2),O(N),"def majority_element(nums):
    n = len(nums)
    for i in range(n):
        count = 0
        for j in range(n):
            if nums[j] == nums[i]:
                count += 1
        if count > n // 2:
            return nums[i]
    return -1
","def majority_element(nums):
    n = len(nums)
    candidate = None
    count = 0
    for num in nums:
        if count == 0:
            candidate = num
        count += 1 if num == candidate else -1
    count_candidate = 0
    for num in nums:
        if num == candidate:
            count_candidate += 1
    if count_candidate > n // 2:
        return candidate
    return -1",44699.02,114,796,1702,1816,OK,
TYR-021,find_first_duplicate,DeepSeek-R1-0528,frequency,easy,O(N^2),O(N),"def find_first_duplicate(nums):
    for i in range(len(nums)):
        for j in range(i):
            if nums[j] == nums[i]:
                return nums[i]
    return -1
","def find_first_duplicate(nums):
    seen = set()
    for num in nums:
        if num in seen:
            return num
        seen.add(num)
    return -1",51755.49,91,74,485,576,OK,
TYR-022,count_elements_appearing_twice,DeepSeek-R1-0528,frequency,medium,O(N^2),O(N),"def count_elements_appearing_twice(nums):
    result = 0
    for i in range(len(nums)):
        is_first = 1
        for k in range(i):
            if nums[k] == nums[i]:
                is_first = 0
        if is_first == 0:
            continue
        count = 0
        for j in range(len(nums)):
            if nums[j] == nums[i]:
                count += 1
        if count == 2:
            result += 1
    return result
","def count_elements_appearing_twice(nums):
    freq = {}
    for num in nums:
        freq[num] = freq.get(num, 0) + 1
    count_twice = 0
    for count in freq.values():
        if count == 2:
            count_twice += 1
    return count_twice",61510.10,161,333,857,1018,OK,
TYR-024,missing_number,DeepSeek-R1-0528,frequency,easy,O(N^2),O(N),"def missing_number(nums):
    n = len(nums)
    for i in range(n + 1):
        found = 0
        for j in range(n):
            if nums[j] == i:
                found = 1
        if found == 0:
            return i
    return -1
","def missing_number(nums):
    xor = len(nums)
    for i, num in enumerate(nums):
        xor ^= i ^ num
    return xor",43873.85,113,2374,4569,4682,OK,
TYR-025,count_matching_last_digit_pairs,DeepSeek-R1-0528,frequency,easy,O(N^2),O(N),"def count_matching_last_digit_pairs(nums):
    count = 0
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            if nums[i] % 10 == nums[j] % 10:
                count += 1
    return count
","def count_matching_last_digit_pairs(nums):
    freq = [0] * 10
    for num in nums:
        last_digit = num % 10
        freq[last_digit] += 1
    total_pairs = 0
    for count in freq:
        if count > 1:
            total_pairs += count * (count - 1) // 2
    return total_pairs",82297.70,113,167,747,860,OK,
TYR-026,count_unique_elements,DeepSeek-R1-0528,frequency,easy,O(N^2),O(N),"def count_unique_elements(nums):
    count = 0
    for i in range(len(nums)):
        freq = 0
        for j in range(len(nums)):
            if nums[j] == nums[i]:
                freq += 1
        if freq == 1:
            count += 1
    return count
","from collections import defaultdict

def count_unique_elements(nums):
    freq_map = defaultdict(int)
    for num in nums:
        freq_map[num] += 1
    count = 0
    for num in freq_map:
        if freq_map[num] == 1:
            count += 1
    return count",53459.47,116,61,425,541,OK,
TYR-027,single_number,DeepSeek-R1-0528,frequency,easy,O(N^2),O(N),"def single_number(nums):
    for i in range(len(nums)):
        count = 0
        for j in range(len(nums)):
            if nums[j] == nums[i]:
                count += 1
        if count == 1:
            return nums[i]
    return -1
","def single_number(nums):
    freq = {}
    for num in nums:
        freq[num] = freq.get(num, 0) + 1
    for num in nums:
        if freq[num] == 1:
            return num
    return -1",71186.78,108,1135,2174,2282,OK,
TYR-023,count_inversions,DeepSeek-R1-0528,frequency,medium,O(N^2),O(N log N),"def count_inversions(nums):
    count = 0
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            if nums[i] > nums[j]:
                count += 1
    return count
","def count_inversions(nums):
    def merge_count(arr):
        if len(arr) <= 1:
            return 0, arr
        mid = len(arr) // 2
        left_arr = arr[:mid]
        right_arr = arr[mid:]
        left_count, left_sorted = merge_count(left_arr)
        right_count, right_sorted = merge_count(right_arr)
        total_count = left_count + right_count
        merged = []
        i = j = 0
        while i < len(left_sorted) and j < len(right_sorted):
            if left_sorted[i] <= right_sorted[j]:
                merged.append(left_sorted[i])
                i += 1
            else:
                merged.append(right_sorted[j])
                j += 1
                total_count += len(left_sorted) - i
        merged.extend(left_sorted[i:])
        merged.extend(right_sorted[j:])
        return total_count, merged
    
    count, _ = merge_count(nums)
    return count",33900.89,103,1542,3233,3336,OK,
TYR-028,count_greater_than_all_right,DeepSeek-R1-0528,frequency,medium,O(N^2),O(N),"def count_greater_than_all_right(nums):
    count = 0
    n = len(nums)
    for i in range(n):
        is_leader = 1
        for j in range(i + 1, n):
            if nums[j] >= nums[i]:
                is_leader = 0
        count += is_leader
    return count
","def count_greater_than_all_right(nums):
    n = len(nums)
    count = 0
    max_right = float('-inf')
    for i in range(n-1, -1, -1):
        if nums[i] > max_right:
            count += 1
            max_right = nums[i]
    return count",87422.97,127,1286,2851,2978,OK,
TYR-029,kth_largest,DeepSeek-R1-0528,frequency,medium,O(N^2),O(N log N),"def kth_largest(nums, k):
    n = len(nums)
    for target_rank in range(k):
        max_val = nums[0]
        max_idx = 0
        for i in range(1, n):
            if nums[i] > max_val:
                max_val = nums[i]
                max_idx = i
        if target_rank == k - 1:
            return max_val
        nums[max_idx] = nums[0] - 1
    return -1
","import heapq

def kth_largest(nums, k):
    heap = []
    for num in nums:
        heapq.heappush(heap, num)
        if len(heap) > k:
            heapq.heappop(heap)
    return heap[0]",76827.67,157,2699,4874,5031,OK,
TYR-030,frequency_of_max,DeepSeek-R1-0528,frequency,easy,O(N),O(N),"def frequency_of_max(nums):
    if len(nums) == 0:
        return 0
    max_val = nums[0]
    for i in range(len(nums)):
        if nums[i] > max_val:
            max_val = nums[i]
    count = 0
    for i in range(len(nums)):
        if nums[i] == max_val:
            count += 1
    return count
","def frequency_of_max(nums):
    if not nums:
        return 0
    max_val = nums[0]
    count = 1
    for i in range(1, len(nums)):
        if nums[i] > max_val:
            max_val = nums[i]
            count = 1
        elif nums[i] == max_val:
            count += 1
    return count",20295.25,134,197,766,900,OK,
TYR-031,max_subarray_sum,DeepSeek-R1-0528,subarray,medium,O(N^2),O(N),"def max_subarray_sum(nums):
    if len(nums) == 0:
        return 0
    best = nums[0]
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            if cur > best:
                best = cur
    return best
","def max_subarray_sum(nums):
    if not nums:
        return 0
    best = nums[0]
    current = nums[0]
    for num in nums[1:]:
        current = max(num, current + num)
        best = max(best, current)
    return best",47361.02,126,62,563,689,OK,
TYR-032,has_subarray_with_sum,DeepSeek-R1-0528,subarray,medium,O(N^2),O(N),"def has_subarray_with_sum(nums, target):
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            if cur == target:
                return 1
    return 0
","def has_subarray_with_sum(nums, target):
    prefix_sums = set()
    prefix_sums.add(0)
    current_sum = 0
    for num in nums:
        current_sum += num
        if current_sum - target in prefix_sums:
            return 1
        prefix_sums.add(current_sum)
    return 0",54180.70,109,2301,3929,4038,OK,
TYR-033,count_subarrays_with_sum,DeepSeek-R1-0528,subarray,medium,O(N^2),O(N),"def count_subarrays_with_sum(nums, k):
    count = 0
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            if cur == k:
                count += 1
    return count
","from collections import defaultdict

def count_subarrays_with_sum(nums, k):
    prefix_count = defaultdict(int)
    prefix_count[0] = 1
    current_sum = 0
    count = 0
    for num in nums:
        current_sum += num
        if current_sum - k in prefix_count:
            count += prefix_count[current_sum - k]
        prefix_count[current_sum] += 1
    return count",57629.28,115,1131,2704,2819,OK,
TYR-034,longest_subarray_sum_k,DeepSeek-R1-0528,subarray,medium,O(N^2),O(N),"def longest_subarray_sum_k(nums, k):
    best = 0
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            if cur == k:
                length = j - i + 1
                if length > best:
                    best = length
    return best
","def longest_subarray_sum_k(nums, k):
    best = 0
    prefix_sum = 0
    prefix_map = {0: -1}
    for i in range(len(nums)):
        prefix_sum += nums[i]
        target = prefix_sum - k
        if target in prefix_map:
            length = i - prefix_map[target]
            if length > best:
                best = length
        if prefix_sum not in prefix_map:
            prefix_map[prefix_sum] = i
    return best",39671.60,130,1954,4189,4319,OK,
TYR-035,max_window_sum_size_k,DeepSeek-R1-0528,subarray,easy,O(N^2),O(N),"def max_window_sum_size_k(nums, k):
    if len(nums) == 0 or k <= 0:
        return 0
    best = 0
    n = len(nums)
    for i in range(n - k + 1):
        cur = 0
        for j in range(i, i + k):
            cur += nums[j]
        if i == 0 or cur > best:
            best = cur
    return best
","def max_window_sum_size_k(nums, k):
    n = len(nums)
    if n == 0 or k <= 0 or k > n:
        return 0
    current_sum = sum(nums[:k])
    best = current_sum
    for i in range(1, n - k + 1):
        current_sum = current_sum - nums[i-1] + nums[i+k-1]
        if current_sum > best:
            best = current_sum
    return best",26153.32,145,131,736,881,OK,
TYR-036,min_subarray_len_ge_target,DeepSeek-R1-0528,subarray,medium,O(N^2),O(N),"def min_subarray_len_ge_target(nums, target):
    best = 0
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            if cur >= target:
                length = j - i + 1
                if best == 0 or length < best:
                    best = length
                break
    return best
","def min_subarray_len_ge_target(nums, target):
    n = len(nums)
    left = 0
    current_sum = 0
    best = float('inf')
    
    for right in range(n):
        current_sum += nums[right]
        while current_sum >= target:
            length = right - left + 1
            if length < best:
                best = length
            current_sum -= nums[left]
            left += 1
            
    return best if best != float('inf') else 0",58267.85,140,277,1059,1199,OK,
TYR-037,max_product_pair,DeepSeek-R1-0528,subarray,easy,O(N^2),O(N),"def max_product_pair(nums):
    if len(nums) < 2:
        return 0
    best = nums[0] * nums[1]
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            p = nums[i] * nums[j]
            if p > best:
                best = p
    return best
","def max_product_pair(nums):
    n = len(nums)
    if n < 2:
        return 0
    max1 = max2 = -float('inf')
    min1 = min2 = float('inf')
    for num in nums:
        if num > max1:
            max2 = max1
            max1 = num
        elif num > max2:
            max2 = num
        if num < min1:
            min2 = min1
            min1 = num
        elif num < min2:
            min2 = num
    return max(max1 * max2, min1 * min2)",106869.08,127,2894,6418,6545,OK,
TYR-038,longest_increasing_run,DeepSeek-R1-0528,subarray,easy,O(N^2),O(N),"def longest_increasing_run(nums):
    if len(nums) == 0:
        return 0
    best = 1
    n = len(nums)
    for i in range(n):
        length = 1
        for j in range(i + 1, n):
            if nums[j] > nums[j - 1]:
                length += 1
            else:
                break
        if length > best:
            best = length
    return best
","def longest_increasing_run(nums):
    if not nums:
        return 0
    best = 1
    current = 1
    for i in range(1, len(nums)):
        if nums[i] > nums[i-1]:
            current += 1
        else:
            if current > best:
                best = current
            current = 1
    if current > best:
        best = current
    return best",8636.71,146,206,866,1012,OK,
TYR-039,max_diff_ordered,DeepSeek-R1-0528,subarray,easy,O(N^2),O(N),"def max_diff_ordered(nums):
    if len(nums) < 2:
        return 0
    best = nums[1] - nums[0]
    n = len(nums)
    for i in range(n):
        for j in range(i + 1, n):
            d = nums[j] - nums[i]
            if d > best:
                best = d
    return best
","def max_diff_ordered(nums):
    n = len(nums)
    if n < 2:
        return 0
    min_val = nums[0]
    max_diff = nums[1] - nums[0]
    if nums[1] < min_val:
        min_val = nums[1]
    for i in range(2, n):
        current_diff = nums[i] - min_val
        if current_diff > max_diff:
            max_diff = current_diff
        if nums[i] < min_val:
            min_val = nums[i]
    return max_diff",164966.15,132,5945,12314,12446,OK,
TYR-040,equilibrium_index,DeepSeek-R1-0528,subarray,easy,O(N^2),O(N),"def equilibrium_index(nums):
    n = len(nums)
    for i in range(n):
        left_sum = 0
        for j in range(i):
            left_sum += nums[j]
        right_sum = 0
        for j in range(i + 1, n):
            right_sum += nums[j]
        if left_sum == right_sum:
            return i
    return -1
","def equilibrium_index(nums):
    total_sum = sum(nums)
    left_sum = 0
    for i in range(len(nums)):
        right_sum = total_sum - left_sum - nums[i]
        if left_sum == right_sum:
            return i
        left_sum += nums[i]
    return -1",6541.32,131,51,564,695,OK,
TYR-041,product_except_self,DeepSeek-R1-0528,subarray,medium,O(N^2),O(N),"def product_except_self(nums):
    n = len(nums)
    result = []
    for i in range(n):
        prod = 1
        for j in range(n):
            if j != i:
                prod = prod * nums[j]
        result.append(prod)
    return result
","def product_except_self(nums):
    n = len(nums)
    result = [1] * n
    prefix = 1
    for i in range(n):
        result[i] = prefix
        prefix *= nums[i]
    suffix = 1
    for i in range(n-1, -1, -1):
        result[i] *= suffix
        suffix *= nums[i]
    return result",62977.66,111,309,1014,1125,OK,
TYR-042,count_positive_subarrays,DeepSeek-R1-0528,subarray,medium,O(N^2),O(N),"def count_positive_subarrays(nums):
    count = 0
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            if cur > 0:
                count += 1
    return count
","def count_positive_subarrays(nums):
    n = len(nums)
    total_subarrays = n * (n + 1) // 2
    P = [0] * (n + 1)
    for i in range(1, n + 1):
        P[i] = P[i - 1] + nums[i - 1]
    
    sorted_P = sorted(set(P))
    comp = {val: idx + 1 for idx, val in enumerate(sorted_P)}
    size = len(sorted_P)
    tree = [0] * (size + 1)
    
    def update(idx, delta):
        while idx <= size:
            tree[idx] += delta
            idx += idx & -idx
            
    def query(idx):
        s = 0
        while idx:
            s += tree[idx]
            idx -= idx & -idx
        return s
        
    count_non_positive = 0
    for j in range(n + 1):
        pos = comp[P[j]]
        count_non_positive += j - query(pos - 1)
        update(pos, 1)
        
    return total_subarrays - count_non_positive",168754.20,114,6603,12114,12228,OK,
TYR-043,min_subarray_sum,DeepSeek-R1-0528,subarray,medium,O(N^2),O(N),"def min_subarray_sum(nums):
    if len(nums) == 0:
        return 0
    best = nums[0]
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            if cur < best:
                best = cur
    return best
","def min_subarray_sum(nums):
    if len(nums) == 0:
        return 0
    current_min = nums[0]
    global_min = nums[0]
    for i in range(1, len(nums)):
        current_min = min(nums[i], current_min + nums[i])
        if current_min < global_min:
            global_min = current_min
    return global_min",70332.04,126,188,844,970,OK,
TYR-044,count_subarrays_max_le_k,DeepSeek-R1-0528,subarray,medium,O(N^2),O(N),"def count_subarrays_max_le_k(nums, k):
    count = 0
    n = len(nums)
    for i in range(n):
        ok = 1
        for j in range(i, n):
            if nums[j] > k:
                ok = 0
            if ok == 1:
                count += 1
            else:
                break
    return count
","def count_subarrays_max_le_k(nums, k):
    total = 0
    i = 0
    n = len(nums)
    while i < n:
        if nums[i] > k:
            i += 1
            continue
        j = i
        while j < n and nums[j] <= k:
            j += 1
        L = j - i
        total += L * (L + 1) // 2
        i = j
    return total",74779.62,131,1236,2684,2815,OK,
TYR-045,sum_of_all_subarray_sums,DeepSeek-R1-0528,subarray,medium,O(N^2),O(N),"def sum_of_all_subarray_sums(nums):
    total = 0
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            total += cur
    return total
","def sum_of_all_subarray_sums(nums):
    n = len(nums)
    total = 0
    for i in range(n):
        total += nums[i] * (i + 1) * (n - i)
    return total",39409.68,108,193,907,1015,OK,
TYR-046,remove_duplicates_preserve_order,DeepSeek-R1-0528,set-operations,easy,O(N^2),O(N),"def remove_duplicates_preserve_order(nums):
    result = []
    for i in range(len(nums)):
        found = 0
        for j in range(i):
            if nums[j] == nums[i]:
                found = 1
        if found == 0:
            result.append(nums[i])
    return result
","def remove_duplicates_preserve_order(nums):
    seen = set()
    result = []
    for num in nums:
        if num not in seen:
            seen.add(num)
            result.append(num)
    return result",53133.69,117,54,465,582,OK,
