id,name,model_name,category,difficulty,original_complexity,target_complexity,original_code,generated_code,latency_ms,prompt_tokens,reasoning_tokens,completion_tokens,total_tokens,api_status,error_detail
TYR-011,min_abs_pair_diff,DeepSeek-V3-0324,pair-finding,easy,O(N^2),O(N log N),"def min_abs_pair_diff(nums):
    if len(nums) < 2:
        return 0
    best = abs(nums[0] - nums[1])
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            d = abs(nums[i] - nums[j])
            if d < best:
                best = d
    return best
","def min_abs_pair_diff(nums):
    if len(nums) < 2:
        return 0
    nums.sort()
    best = float('inf')
    for i in range(len(nums) - 1):
        d = abs(nums[i] - nums[i + 1])
        if d < best:
            best = d
    return best",56122.54,133,0,80,213,OK,
TYR-012,count_reverse_pairs,DeepSeek-V3-0324,pair-finding,medium,O(N^2),O(N log N),"def count_reverse_pairs(nums):
    count = 0
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            if nums[i] > 2 * nums[j]:
                count += 1
    return count
","def count_reverse_pairs(nums):
    def merge_sort(nums, left, right):
        if left >= right:
            return 0
        mid = (left + right) // 2
        count = merge_sort(nums, left, mid) + merge_sort(nums, mid + 1, right)
        j = mid + 1
        for i in range(left, mid + 1):
            while j <= right and nums[i] > 2 * nums[j]:
                j += 1
            count += j - (mid + 1)
        nums[left:right+1] = sorted(nums[left:right+1])
        return count
    return merge_sort(nums, 0, len(nums) - 1)",56630.46,108,0,160,268,OK,
TYR-013,count_pairs_abs_diff_k,DeepSeek-V3-0324,pair-finding,easy,O(N^2),O(N),"def count_pairs_abs_diff_k(nums, k):
    count = 0
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            if abs(nums[i] - nums[j]) == k:
                count += 1
    return count
","def count_pairs_abs_diff_k(nums, k):
    freq = {}
    count = 0
    for num in nums:
        count += freq.get(num - k, 0) + freq.get(num + k, 0)
        freq[num] = freq.get(num, 0) + 1
    return count",55284.24,111,0,75,186,OK,
TYR-014,count_distinct_pair_sums,DeepSeek-V3-0324,pair-finding,medium,O(N^2),O(N),"def count_distinct_pair_sums(nums):
    seen = {}
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            s = nums[i] + nums[j]
            seen[s] = 1
    total = 0
    for k in seen:
        total += 1
    return total
","def count_distinct_pair_sums(nums):
    seen = set()
    num_set = set(nums)
    max_num = max(nums) if nums else 0
    min_num = min(nums) if nums else 0
    possible_sums = set()
    
    for num in num_set:
        for target in range(min_num + num, max_num + num + 1):
            if target - num in num_set:
                possible_sums.add(target)
    
    return len(possible_sums)",59919.03,123,0,115,238,OK,
TYR-015,two_sum_less_than_k,DeepSeek-V3-0324,pair-finding,medium,O(N^2),O(N log N),"def two_sum_less_than_k(nums, k):
    best = -1
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            s = nums[i] + nums[j]
            if s < k and s > best:
                best = s
    return best
","def two_sum_less_than_k(nums, k):
    nums.sort()
    left, right = 0, len(nums) - 1
    best = -1
    while left < right:
        current_sum = nums[left] + nums[right]
        if current_sum < k:
            best = max(best, current_sum)
            left += 1
        else:
            right -= 1
    return best",66221.87,119,0,95,214,OK,
TYR-016,most_frequent_element,DeepSeek-V3-0324,frequency,easy,O(N^2),O(N),"def most_frequent_element(nums):
    if len(nums) == 0:
        return -1
    best = nums[0]
    best_count = 0
    for i in range(len(nums)):
        count = 0
        for j in range(len(nums)):
            if nums[j] == nums[i]:
                count += 1
        if count > best_count:
            best_count = count
            best = nums[i]
    return best
","def most_frequent_element(nums):
    if len(nums) == 0:
        return -1
    frequency = {}
    best = nums[0]
    best_count = 1
    for num in nums:
        if num in frequency:
            frequency[num] += 1
        else:
            frequency[num] = 1
        if frequency[num] > best_count:
            best_count = frequency[num]
            best = num
    return best",56333.52,144,0,104,248,OK,
TYR-017,has_duplicate,DeepSeek-V3-0324,frequency,easy,O(N^2),O(N),"def has_duplicate(nums):
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            if nums[i] == nums[j]:
                return 1
    return 0
","def has_duplicate(nums):
    seen = set()
    for num in nums:
        if num in seen:
            return 1
        seen.add(num)
    return 0",56574.62,96,0,49,145,OK,
TYR-018,first_non_repeating,DeepSeek-V3-0324,frequency,easy,O(N^2),O(N),"def first_non_repeating(nums):
    for i in range(len(nums)):
        found_dup = 0
        for j in range(len(nums)):
            if i != j and nums[i] == nums[j]:
                found_dup = 1
        if found_dup == 0:
            return nums[i]
    return -1
","def first_non_repeating(nums):
    freq = {}
    for num in nums:
        freq[num] = freq.get(num, 0) + 1
    for num in nums:
        if freq[num] == 1:
            return num
    return -1",56310.23,120,0,67,187,OK,
TYR-019,count_distinct,DeepSeek-V3-0324,frequency,easy,O(N^2),O(N),"def count_distinct(nums):
    count = 0
    for i in range(len(nums)):
        is_first = 1
        for j in range(i):
            if nums[j] == nums[i]:
                is_first = 0
        count += is_first
    return count
","def count_distinct(nums):
    seen = set()
    count = 0
    for num in nums:
        if num not in seen:
            count += 1
            seen.add(num)
    return count",56386.62,109,0,54,163,OK,
TYR-020,majority_element,DeepSeek-V3-0324,frequency,easy,O(N^2),O(N),"def majority_element(nums):
    n = len(nums)
    for i in range(n):
        count = 0
        for j in range(n):
            if nums[j] == nums[i]:
                count += 1
        if count > n // 2:
            return nums[i]
    return -1
","def majority_element(nums):
    count = 0
    candidate = None
    
    for num in nums:
        if count == 0:
            candidate = num
        count += (1 if num == candidate else -1)
    
    return candidate if nums.count(candidate) > len(nums) // 2 else -1",68328.49,114,0,77,191,OK,
TYR-021,find_first_duplicate,DeepSeek-V3-0324,frequency,easy,O(N^2),O(N),"def find_first_duplicate(nums):
    for i in range(len(nums)):
        for j in range(i):
            if nums[j] == nums[i]:
                return nums[i]
    return -1
","def find_first_duplicate(nums):
    seen = set()
    for num in nums:
        if num in seen:
            return num
        seen.add(num)
    return -1",63251.64,91,0,48,139,OK,
TYR-022,count_elements_appearing_twice,DeepSeek-V3-0324,frequency,medium,O(N^2),O(N),"def count_elements_appearing_twice(nums):
    result = 0
    for i in range(len(nums)):
        is_first = 1
        for k in range(i):
            if nums[k] == nums[i]:
                is_first = 0
        if is_first == 0:
            continue
        count = 0
        for j in range(len(nums)):
            if nums[j] == nums[i]:
                count += 1
        if count == 2:
            result += 1
    return result
","def count_elements_appearing_twice(nums):
    freq = {}
    for num in nums:
        freq[num] = freq.get(num, 0) + 1
    result = 0
    for count in freq.values():
        if count == 2:
            result += 1
    return result",57171.42,161,0,76,237,OK,
TYR-023,count_inversions,DeepSeek-V3-0324,frequency,medium,O(N^2),O(N log N),"def count_inversions(nums):
    count = 0
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            if nums[i] > nums[j]:
                count += 1
    return count
","def count_inversions(nums):
    def merge_sort(arr):
        if len(arr) <= 1:
            return arr, 0
        mid = len(arr) // 2
        left, inv_left = merge_sort(arr[:mid])
        right, inv_right = merge_sort(arr[mid:])
        merged, inv_merge = merge(left, right)
        total = inv_left + inv_right + inv_merge
        return merged, total

    def merge(left, right):
        result = []
        i = j = 0
        inv_count = 0
        while i < len(left) and j < len(right):
            if left[i] <= right[j]:
                result.append(left[i])
                i += 1
            else:
                result.append(right[j])
                j += 1
                inv_count += len(left) - i
        result.extend(left[i:])
        result.extend(right[j:])
        return result, inv_count

    _, total_inversions = merge_sort(nums)
    return total_inversions",69711.56,103,0,221,324,OK,
TYR-024,missing_number,DeepSeek-V3-0324,frequency,easy,O(N^2),O(N),"def missing_number(nums):
    n = len(nums)
    for i in range(n + 1):
        found = 0
        for j in range(n):
            if nums[j] == i:
                found = 1
        if found == 0:
            return i
    return -1
","def missing_number(nums):
    n = len(nums)
    total = n * (n + 1) // 2
    return total - sum(nums)",1913.88,113,0,42,155,OK,
TYR-025,count_matching_last_digit_pairs,DeepSeek-V3-0324,frequency,easy,O(N^2),O(N),"def count_matching_last_digit_pairs(nums):
    count = 0
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            if nums[i] % 10 == nums[j] % 10:
                count += 1
    return count
","def count_matching_last_digit_pairs(nums):
    last_digit_counts = [0] * 10
    count = 0
    for num in nums:
        last_digit = num % 10
        count += last_digit_counts[last_digit]
        last_digit_counts[last_digit] += 1
    return count",56065.24,113,0,85,198,OK,
TYR-026,count_unique_elements,DeepSeek-V3-0324,frequency,easy,O(N^2),O(N),"def count_unique_elements(nums):
    count = 0
    for i in range(len(nums)):
        freq = 0
        for j in range(len(nums)):
            if nums[j] == nums[i]:
                freq += 1
        if freq == 1:
            count += 1
    return count
","def count_unique_elements(nums):
    freq = {}
    for num in nums:
        freq[num] = freq.get(num, 0) + 1
    count = 0
    for num in freq:
        if freq[num] == 1:
            count += 1
    return count",56449.70,116,0,74,190,OK,
TYR-027,single_number,DeepSeek-V3-0324,frequency,easy,O(N^2),O(N),"def single_number(nums):
    for i in range(len(nums)):
        count = 0
        for j in range(len(nums)):
            if nums[j] == nums[i]:
                count += 1
        if count == 1:
            return nums[i]
    return -1
","def single_number(nums):
    result = 0
    for num in nums:
        result ^= num
    return result",56911.71,108,0,36,144,OK,
TYR-028,count_greater_than_all_right,DeepSeek-V3-0324,frequency,medium,O(N^2),O(N),"def count_greater_than_all_right(nums):
    count = 0
    n = len(nums)
    for i in range(n):
        is_leader = 1
        for j in range(i + 1, n):
            if nums[j] >= nums[i]:
                is_leader = 0
        count += is_leader
    return count
","def count_greater_than_all_right(nums):
    count = 0
    max_so_far = -float('inf')
    for num in reversed(nums):
        if num > max_so_far:
            count += 1
            max_so_far = num
    return count",55411.65,127,0,75,202,OK,
TYR-029,kth_largest,DeepSeek-V3-0324,frequency,medium,O(N^2),O(N log N),"def kth_largest(nums, k):
    n = len(nums)
    for target_rank in range(k):
        max_val = nums[0]
        max_idx = 0
        for i in range(1, n):
            if nums[i] > max_val:
                max_val = nums[i]
                max_idx = i
        if target_rank == k - 1:
            return max_val
        nums[max_idx] = nums[0] - 1
    return -1
","import heapq

def kth_largest(nums, k):
    heap = []
    for num in nums:
        heapq.heappush(heap, -num)
    for _ in range(k - 1):
        heapq.heappop(heap)
    return -heapq.heappop(heap)",9699.38,157,0,68,225,OK,
TYR-030,frequency_of_max,DeepSeek-V3-0324,frequency,easy,O(N),O(N),"def frequency_of_max(nums):
    if len(nums) == 0:
        return 0
    max_val = nums[0]
    for i in range(len(nums)):
        if nums[i] > max_val:
            max_val = nums[i]
    count = 0
    for i in range(len(nums)):
        if nums[i] == max_val:
            count += 1
    return count
","def frequency_of_max(nums):
    if not nums:
        return 0
    max_val = nums[0]
    count = 1
    for num in nums[1:]:
        if num > max_val:
            max_val = num
            count = 1
        elif num == max_val:
            count += 1
    return count",2507.08,134,0,84,218,OK,
TYR-031,max_subarray_sum,DeepSeek-V3-0324,subarray,medium,O(N^2),O(N),"def max_subarray_sum(nums):
    if len(nums) == 0:
        return 0
    best = nums[0]
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            if cur > best:
                best = cur
    return best
","def max_subarray_sum(nums):
    if not nums:
        return 0
    best = current = nums[0]
    for num in nums[1:]:
        current = max(num, current + num)
        best = max(best, current)
    return best",55897.05,126,0,68,194,OK,
TYR-032,has_subarray_with_sum,DeepSeek-V3-0324,subarray,medium,O(N^2),O(N),"def has_subarray_with_sum(nums, target):
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            if cur == target:
                return 1
    return 0
","def has_subarray_with_sum(nums, target):
    prefix_sum = 0
    sum_set = set()
    sum_set.add(0)
    for num in nums:
        prefix_sum += num
        if prefix_sum - target in sum_set:
            return 1
        sum_set.add(prefix_sum)
    return 0",57681.31,109,0,80,189,OK,
TYR-033,count_subarrays_with_sum,DeepSeek-V3-0324,subarray,medium,O(N^2),O(N),"def count_subarrays_with_sum(nums, k):
    count = 0
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            if cur == k:
                count += 1
    return count
","def count_subarrays_with_sum(nums, k):
    count = 0
    prefix_sum = 0
    prefix_counts = {0: 1}
    for num in nums:
        prefix_sum += num
        if (prefix_sum - k) in prefix_counts:
            count += prefix_counts[prefix_sum - k]
        prefix_counts[prefix_sum] = prefix_counts.get(prefix_sum, 0) + 1
    return count",55309.79,115,0,100,215,OK,
TYR-034,longest_subarray_sum_k,DeepSeek-V3-0324,subarray,medium,O(N^2),O(N),"def longest_subarray_sum_k(nums, k):
    best = 0
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            if cur == k:
                length = j - i + 1
                if length > best:
                    best = length
    return best
","def longest_subarray_sum_k(nums, k):
    prefix_sum = {0: -1}
    max_length = 0
    current_sum = 0
    
    for i, num in enumerate(nums):
        current_sum += num
        if current_sum - k in prefix_sum:
            length = i - prefix_sum[current_sum - k]
            if length > max_length:
                max_length = length
        if current_sum not in prefix_sum:
            prefix_sum[current_sum] = i
    
    return max_length",65383.79,130,0,113,243,OK,
TYR-035,max_window_sum_size_k,DeepSeek-V3-0324,subarray,easy,O(N^2),O(N),"def max_window_sum_size_k(nums, k):
    if len(nums) == 0 or k <= 0:
        return 0
    best = 0
    n = len(nums)
    for i in range(n - k + 1):
        cur = 0
        for j in range(i, i + k):
            cur += nums[j]
        if i == 0 or cur > best:
            best = cur
    return best
","def max_window_sum_size_k(nums, k):
    if len(nums) == 0 or k <= 0:
        return 0
    window_sum = sum(nums[:k])
    best = window_sum
    for i in range(1, len(nums) - k + 1):
        window_sum = window_sum - nums[i - 1] + nums[i + k - 1]
        if window_sum > best:
            best = window_sum
    return best",65334.34,145,0,109,254,OK,
TYR-036,min_subarray_len_ge_target,DeepSeek-V3-0324,subarray,medium,O(N^2),O(N),"def min_subarray_len_ge_target(nums, target):
    best = 0
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            if cur >= target:
                length = j - i + 1
                if best == 0 or length < best:
                    best = length
                break
    return best
","def min_subarray_len_ge_target(nums, target):
    n = len(nums)
    best = float('inf')
    left = 0
    current_sum = 0
    
    for right in range(n):
        current_sum += nums[right]
        while current_sum >= target:
            best = min(best, right - left + 1)
            current_sum -= nums[left]
            left += 1
    
    return best if best != float('inf') else 0",56110.63,140,0,105,245,OK,
TYR-037,max_product_pair,DeepSeek-V3-0324,subarray,easy,O(N^2),O(N),"def max_product_pair(nums):
    if len(nums) < 2:
        return 0
    best = nums[0] * nums[1]
    for i in range(len(nums)):
        for j in range(i + 1, len(nums)):
            p = nums[i] * nums[j]
            if p > best:
                best = p
    return best
","def max_product_pair(nums):
    if len(nums) < 2:
        return 0
    
    max1 = max2 = float('-inf')
    min1 = min2 = float('inf')
    
    for num in nums:
        if num > max1:
            max2, max1 = max1, num
        elif num > max2:
            max2 = num
        
        if num < min1:
            min2, min1 = min1, num
        elif num < min2:
            min2 = num
    
    return max(max1 * max2, min1 * min2)",56899.99,127,0,137,264,OK,
TYR-038,longest_increasing_run,DeepSeek-V3-0324,subarray,easy,O(N^2),O(N),"def longest_increasing_run(nums):
    if len(nums) == 0:
        return 0
    best = 1
    n = len(nums)
    for i in range(n):
        length = 1
        for j in range(i + 1, n):
            if nums[j] > nums[j - 1]:
                length += 1
            else:
                break
        if length > best:
            best = length
    return best
","def longest_increasing_run(nums):
    if len(nums) == 0:
        return 0
    best = 1
    current = 1
    for i in range(1, len(nums)):
        if nums[i] > nums[i-1]:
            current += 1
            best = max(best, current)
        else:
            current = 1
    return best",3289.01,146,0,93,239,OK,
TYR-039,max_diff_ordered,DeepSeek-V3-0324,subarray,easy,O(N^2),O(N),"def max_diff_ordered(nums):
    if len(nums) < 2:
        return 0
    best = nums[1] - nums[0]
    n = len(nums)
    for i in range(n):
        for j in range(i + 1, n):
            d = nums[j] - nums[i]
            if d > best:
                best = d
    return best
","def max_diff_ordered(nums):
    if len(nums) < 2:
        return 0
    min_num = nums[0]
    max_diff = nums[1] - nums[0]
    for i in range(1, len(nums)):
        current_diff = nums[i] - min_num
        if current_diff > max_diff:
            max_diff = current_diff
        if nums[i] < min_num:
            min_num = nums[i]
    return max_diff",75339.36,132,0,110,242,OK,
TYR-040,equilibrium_index,DeepSeek-V3-0324,subarray,easy,O(N^2),O(N),"def equilibrium_index(nums):
    n = len(nums)
    for i in range(n):
        left_sum = 0
        for j in range(i):
            left_sum += nums[j]
        right_sum = 0
        for j in range(i + 1, n):
            right_sum += nums[j]
        if left_sum == right_sum:
            return i
    return -1
","def equilibrium_index(nums):
    total_sum = sum(nums)
    left_sum = 0
    for i in range(len(nums)):
        right_sum = total_sum - left_sum - nums[i]
        if left_sum == right_sum:
            return i
        left_sum += nums[i]
    return -1",55935.76,131,0,74,205,OK,
TYR-041,product_except_self,DeepSeek-V3-0324,subarray,medium,O(N^2),O(N),"def product_except_self(nums):
    n = len(nums)
    result = []
    for i in range(n):
        prod = 1
        for j in range(n):
            if j != i:
                prod = prod * nums[j]
        result.append(prod)
    return result
","def product_except_self(nums):
    n = len(nums)
    left = [1] * n
    right = [1] * n
    result = [1] * n
    
    for i in range(1, n):
        left[i] = left[i-1] * nums[i-1]
    
    for i in range(n-2, -1, -1):
        right[i] = right[i+1] * nums[i+1]
    
    for i in range(n):
        result[i] = left[i] * right[i]
    
    return result",57639.25,111,0,134,245,OK,
TYR-042,count_positive_subarrays,DeepSeek-V3-0324,subarray,medium,O(N^2),O(N),"def count_positive_subarrays(nums):
    count = 0
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            if cur > 0:
                count += 1
    return count
","def count_positive_subarrays(nums):
    count = 0
    prefix_sum = 0
    min_prefix = 0
    for num in nums:
        prefix_sum += num
        if prefix_sum > min_prefix:
            count += prefix_sum - min_prefix
        min_prefix = min(min_prefix, prefix_sum)
    return count",55680.76,114,0,82,196,OK,
TYR-043,min_subarray_sum,DeepSeek-V3-0324,subarray,medium,O(N^2),O(N),"def min_subarray_sum(nums):
    if len(nums) == 0:
        return 0
    best = nums[0]
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            if cur < best:
                best = cur
    return best
","def min_subarray_sum(nums):
    if not nums:
        return 0
    min_sum = current_sum = nums[0]
    for num in nums[1:]:
        current_sum = min(num, current_sum + num)
        min_sum = min(min_sum, current_sum)
    return min_sum",56938.27,126,0,75,201,OK,
TYR-044,count_subarrays_max_le_k,DeepSeek-V3-0324,subarray,medium,O(N^2),O(N),"def count_subarrays_max_le_k(nums, k):
    count = 0
    n = len(nums)
    for i in range(n):
        ok = 1
        for j in range(i, n):
            if nums[j] > k:
                ok = 0
            if ok == 1:
                count += 1
            else:
                break
    return count
","def count_subarrays_max_le_k(nums, k):
    count = 0
    current = 0
    for num in nums:
        if num <= k:
            current += 1
            count += current
        else:
            current = 0
    return count",56779.24,131,0,69,200,OK,
TYR-045,sum_of_all_subarray_sums,DeepSeek-V3-0324,subarray,medium,O(N^2),O(N),"def sum_of_all_subarray_sums(nums):
    total = 0
    n = len(nums)
    for i in range(n):
        cur = 0
        for j in range(i, n):
            cur += nums[j]
            total += cur
    return total
","def sum_of_all_subarray_sums(nums):
    total = 0
    n = len(nums)
    for i in range(n):
        total += nums[i] * (i + 1) * (n - i)
    return total",56982.90,108,0,61,169,OK,
TYR-046,remove_duplicates_preserve_order,DeepSeek-V3-0324,set-operations,easy,O(N^2),O(N),"def remove_duplicates_preserve_order(nums):
    result = []
    for i in range(len(nums)):
        found = 0
        for j in range(i):
            if nums[j] == nums[i]:
                found = 1
        if found == 0:
            result.append(nums[i])
    return result
","def remove_duplicates_preserve_order(nums):
    seen = set()
    result = []
    for num in nums:
        if num not in seen:
            seen.add(num)
            result.append(num)
    return result",63457.41,117,0,57,174,OK,
TYR-047,symmetric_difference_count,DeepSeek-V3-0324,set-operations,medium,O(N^2),O(N),"def symmetric_difference_count(nums):
    mid = len(nums) // 2
    count = 0
    for i in range(mid):
        found = 0
        for j in range(mid, len(nums)):
            if nums[i] == nums[j]:
                found = 1
        if found == 0:
            count += 1
    for i in range(mid, len(nums)):
        found = 0
        for j in range(mid):
            if nums[i] == nums[j]:
                found = 1
        if found == 0:
            count += 1
    return count
","def symmetric_difference_count(nums):
    mid = len(nums) // 2
    first_half = set(nums[:mid])
    second_half = set(nums[mid:])
    return len(first_half - second_half) + len(second_half - first_half)",55617.00,182,0,68,250,OK,
TYR-048,count_common_elements,DeepSeek-V3-0324,set-operations,easy,O(N^2),O(N),"def count_common_elements(nums):
    mid = len(nums) // 2
    count = 0
    for i in range(mid):
        for j in range(mid, len(nums)):
            if nums[i] == nums[j]:
                count += 1
                break
    return count
","def count_common_elements(nums):
    mid = len(nums) // 2
    first_half = set(nums[:mid])
    second_half = nums[mid:]
    count = 1 if any(num in first_half for num in second_half) else 0
    return sum(1 for num in second_half if num in first_half)",63577.21,114,0,86,200,OK,
TYR-049,is_subset_first_half,DeepSeek-V3-0324,set-operations,easy,O(N^2),O(N),"def is_subset_first_half(nums):
    mid = len(nums) // 2
    for i in range(mid):
        found = 0
        for j in range(mid, len(nums)):
            if nums[i] == nums[j]:
                found = 1
        if found == 0:
            return 0
    return 1
","def is_subset_first_half(nums):
    mid = len(nums) // 2
    second_half_set = set(nums[mid:])
    for num in nums[:mid]:
        if num not in second_half_set:
            return 0
    return 1",2601.22,125,0,68,193,OK,
TYR-050,remove_if_more_than_two,DeepSeek-V3-0324,set-operations,medium,O(N^2),O(N),"def remove_if_more_than_two(nums):
    result = []
    for i in range(len(nums)):
        count = 0
        for j in range(len(result)):
            if result[j] == nums[i]:
                count += 1
        if count < 2:
            result.append(nums[i])
    return result
","def remove_if_more_than_two(nums):
    result = []
    count_dict = {}
    for num in nums:
        if num in count_dict:
            if count_dict[num] < 2:
                result.append(num)
                count_dict[num] += 1
        else:
            result.append(num)
            count_dict[num] = 1
    return result",55715.42,117,0,87,204,OK,
TYR-051,first_missing_positive,DeepSeek-V3-0324,set-operations,medium,O(N^2),O(N),"def first_missing_positive(nums):
    candidate = 1
    while candidate < len(nums) + 2:
        found = 0
        for i in range(len(nums)):
            if nums[i] == candidate:
                found = 1
        if found == 0:
            return candidate
        candidate += 1
    return candidate
","def first_missing_positive(nums):
    n = len(nums)
    for i in range(n):
        while 1 <= nums[i] <= n and nums[nums[i] - 1] != nums[i]:
            nums[nums[i] - 1], nums[i] = nums[i], nums[nums[i] - 1]
    for i in range(n):
        if nums[i] != i + 1:
            return i + 1
    return n + 1",57025.85,123,0,113,236,OK,
